,movie_name,year,num_characters,num_connections,num_connected_components,num_main_characters,max_degree_node_value,max_degree_node,network_strength,max_weight_edge_value,max_weight_edge_source,max_weight_edge_target
7379,Baby's Day Out,1994,10,13,1,2,6,Eddie,83,31,Eddie,Baby Bink #1
7380,Victoria,2015,4,6,1,4,3,Sonne,58,15,Sonne,Boxer
7381,Sleeping Dogs Lie,2006,7,8,1,1,4,John,69,23,Amy,John
7382,A Kiss Before Dying,1956,9,16,1,3,7,Ellen Kingship,231,48,Bud Corliss,Ellen Kingship
7383,The Guardian Brothers,2016,9,19,1,4,7,Yu Lei,419,134,Yu Lei,Shen Tu
7384,The Good Night,2007,9,17,1,2,8,Gary Shaller,263,58,Gary Shaller,Dora Shaller
7385,Arrival,2016,15,49,1,3,13,Ian Donnelly,995,160,Ian Donnelly,Dr. Louise Banks
7386,Deal,2008,28,111,1,3,25,Tommy Vinson,1960,237,Mike Sexton,Tommy Vinson
7387,The Monolith Monsters,1957,10,26,1,3,9,Ginny Simpson,310,44,Dave Miller,Ginny Simpson
7388,The Next Three Days,2010,23,45,1,0,13,John Brennan,390,67,John Brennan,Lara Brennan
7389,The Fifth Cord,1971,11,25,1,5,8,Dr. Riccardo Bini,212,20,Isabel Lancia,John Lubbock
7390,Afterschool,2008,9,14,1,1,6,Robert,85,15,Dave,Robert
7391,All About Steve,2009,17,38,1,2,13,Steve,470,82,Steve,Hartman
7392,Un Coeur en Hiver,1992,4,3,1,1,3,Maxime,20,12,Maxime,Camille
7393,Dragon Ball Z: Cooler's Revenge,1991,5,7,1,3,4,Gohan,51,23,Goku,Gohan
7394,Snow White and the Seven Dwarfs,1937,4,4,1,3,3,Snow White,24,15,Doc,Snow White
7395,Father's Affair,2003,6,9,1,4,5,Niko,105,33,Niko,Bo
7396,Kelly's Heroes,1970,24,143,1,9,22,Sergeant First Class Kelly,2068,135,Sergeant First Class Kelly,Sgt. Oddball (tank commander)
7397,A Futile and Stupid Gesture,2018,35,136,1,3,31,Doug - Age 12,2048,249,Doug - Age 12,Henry Beard
7398,CQ,2001,8,14,1,2,6,Felix DeMarco,125,27,Paul,Felix DeMarco
7399,A Few Best Men,2011,17,70,1,8,15,David Locking,2319,184,David Locking,Graham Vincent
7400,Night Passage,1957,15,42,1,4,11,Whitey Harbin,335,30,Whitey Harbin,Ben Kimball
7401,Without Love,1945,7,21,1,7,6,Edwina Collins,954,247,Jamie Rowan,Pat Jamieson
7402,The Happy Housewife,2010,9,11,1,1,8,Lea Meijer,97,44,Lea Meijer,Harry Meijer
7403,Soldier of Orange,1977,9,14,1,3,6,Robby Froost,90,24,Robby Froost,Jack Ten Brinck
7404,Trust the Man,2005,11,23,1,4,9,Tobey,237,38,Elaine,Tobey
7405,Alien Abduction,2014,4,4,1,3,3,Peter Morris,77,46,Riley Morris,Corey Morris
7406,Friendly Persuasion,1956,14,37,2,5,10,Jess Birdwell,399,35,Jess Birdwell,Gardner 'Gard' Jordan
7407,I mostri,1963,6,5,2,0,2,Luciana,24,7,Stefano,Luciana
7408,Dance Flick,2009,13,14,3,0,7,Megan,86,14,Thomas,Charity
7409,Something Wicked,2014,11,27,1,4,10,James,324,47,Christine,James
7410,The Cincinnati Kid,1965,13,41,1,7,10,"Eric Stoner (""The Cincinnati Kid"")",987,111,Lancey Howard,"Eric Stoner (""The Cincinnati Kid"")"
7411,The Quiet American,2002,14,50,1,7,12,Phuong,614,54,Phuong,Thomas Fowler
7412,The Changeling,1980,15,45,1,4,14,Joanna Russell,364,40,John Russell,Music Student
7413,Enthiran,2010,4,4,1,3,3,Sana,87,63,Dr. Vaseegaran / Chitti,Sana
7414,Molly,1999,18,30,1,1,17,Molly McKay,401,105,Molly McKay,Buck McKay
7415,Set It Off,1996,16,40,1,1,10,Luther,283,29,Cleo,Luther
7416,Narrow Margin,1990,8,21,1,6,7,Michael Tarlow,273,102,Michael Tarlow,Leo Watts
7417,The Curse of the Were-Rabbit,2005,5,6,1,2,4,Victor Quartermaine,108,52,Victor Quartermaine,Wallace / Hutch
7418,The People That Time Forgot,1977,9,20,1,4,7,Hogan,246,40,Browen Tyler,Ajor
7419,Boys and Girls,2000,10,23,1,3,9,Ryan Walker,206,30,Ryan Walker,Hunter / Steve
7420,Nuts,1987,16,52,1,3,14,Claudia Draper,1110,136,Claudia Draper,Aaron Levinsky
7421,The Butcher's Wife,1991,9,16,1,2,8,Leo Lemke,175,33,Leo Lemke,Eugene
7422,Bad Genius,2017,8,11,1,1,6,Lynn,210,42,Lynn,Grace
7423,The Parade,2011,8,8,1,1,6,Limun,49,10,Limun,Mirko
7424,"When I Grow Up, I'll Be a Kangaroo",2004,12,26,1,3,10,Braca,204,36,Braca,Iris
7425,Character,1997,8,12,1,1,5,Katadreuffe,137,23,Katadreuffe,Lorna Te George
7426,Numb,2007,9,11,1,1,8,Hudson Milbank,151,39,Hudson Milbank,Sara Harrison
7427,The Nice Guys,2016,26,99,1,4,20,Holland March,1287,63,Holland March,Amelia Kuttner
7428,That Cold Day in the Park,1969,4,3,1,1,3,Frances Austen,14,8,Mrs. Parnell,Frances Austen
7429,Hamsun,1996,11,21,1,3,10,Knut Hamsun,177,34,Knut Hamsun,Terboven
7430,Ivan's Childhood,1962,5,6,1,3,3,Captain Kholin,41,12,Captain Kholin,Ivan Bondarev
7431,Pokémon Ranger and the Temple of the Sea,2006,19,53,1,2,14,Ash Ketchum,342,23,Ash Ketchum,Max
7432,Relax It's Just Sex,1998,13,50,1,9,11,Sarina Classer,830,70,Javi Rogero,Vincey Sauris
7433,Blackfish,2013,26,56,1,1,19,Himself - SeaWorld Trainer,581,62,Himself - SeaWorld Trainer,Dawn Brancheau
7434,A Hologram for the King,2016,16,40,1,2,14,Kid Alan,368,48,Kid Alan,Eric Randall
7435,I Can Do Bad All by Myself,2009,9,15,2,2,6,Jennifer,110,34,Manny,Byron
7436,Acts of Violence,2018,10,19,1,2,7,Max Livingston,177,38,Brandon,Mia
7437,Satyagraha,2013,11,30,1,6,8,Manav Raghvendra,292,27,Manav Raghvendra,Balram Singh
7438,Gorky Park,1983,14,30,1,2,8,KGB Agent Nicky,261,26,Arkady Renko,KGB Agent Nicky
7439,The Young in Heart,1938,10,35,1,8,9,Marmy Carleton,518,50,Marmy Carleton,Col. Anthony 'Sahib' Carleton
7440,Jarhead,2005,11,22,1,4,8,Mr. Swofford,189,27,Mr. Swofford,Staff Sgt. Sykes
7441,Listen to Your Heart,2010,3,2,1,1,2,Grandma Sam,9,5,Danny,Grandma Sam
7442,Toad Road,2012,3,2,1,1,2,James,13,8,James,Sara
7443,Swimming Upstream,2003,9,21,1,6,7,Tony Fingleton,296,37,Young Harold Jr.,Tony Fingleton
7444,Winter Light,1963,5,6,1,3,3,"Tomas Ericsson, Pastor",40,17,Jonas Persson,"Tomas Ericsson, Pastor"
7445,The Call of the Wild,1972,6,5,2,1,3,Buck,89,37,John Thornton,Buck
7446,The Fast and the Furious,2001,16,52,1,3,13,Mia Toretto,541,58,Brian O'Conner,Mia Toretto
7447,A Kid Like Jake,2018,12,18,1,1,9,Jake Wheeler,160,25,Jake Wheeler,Greg Wheeler
7448,Prospero's Books,1991,3,2,1,1,2,Ariel,12,7,Ariel,Prospero
7449,The Last King of Scotland,2006,16,36,1,2,15,Dr. Nicholas Garrigan,528,61,Dr. Nicholas Garrigan,Band at Nightclub - African Xylophone & Lyre
7450,Laurel Canyon,2002,10,18,1,2,9,Alex,163,25,Sam,Alex
7451,April Fool's Day,1986,10,26,1,5,8,Muffy / Buffy St. John,315,29,Muffy / Buffy St. John,Kit Graham
7452,Union Pacific,1939,21,108,1,9,19,Mollie Monahan,2580,217,Jeff Butler,Dick Allen
7453,Morris from America,2016,5,5,1,1,4,Morris Gentry,39,21,Morris Gentry,Katrin
7454,Let Him Have It,1991,16,36,1,2,14,Derek aged 14,361,60,Niven Craig,William Bentley
7455,Blood Glacier,2013,9,21,1,4,8,Janek,194,30,Janek,Falk
7456,The Rewrite,2014,28,96,1,2,27,Keith Michaels,983,50,Jenny Glick,Greg Nathan
7457,Arachnophobia,1990,13,21,1,1,8,Margaret Hollins,96,10,Margaret Hollins,Doctor Sam Metcalf
7458,The Shakiest Gun in the West,1968,12,15,1,1,11,Dr. Jesse W. Heywood,110,27,Dr. Jesse W. Heywood,Penelope 'Bad Penny' Cushings
7459,Same Old Song,1997,5,6,1,2,4,Camille Lalande,60,26,Camille Lalande,Odile Lalande
7460,Fido,2006,18,56,1,4,13,Helen Robinson,573,50,Helen Robinson,Bill Robinson
7461,With Blood on My Hands: Pusher II,2004,8,7,1,1,6,Tonny,26,5,Jeanette,Valdemar
7462,The Flintstones,1994,10,25,1,6,9,Fred Flintstone,775,180,Barney Rubble,Fred Flintstone
7463,Whiteout,2009,15,70,1,10,14,Carrie Stetko,1171,99,Carrie Stetko,Delfy
7464,The Survivors,1983,7,13,1,4,5,Wes Huntley,160,36,Wes Huntley,Jack Locke
7465,Wanted,2008,11,26,1,3,10,Wesley Gibson,321,58,Fox,Wesley Gibson
7466,Pokémon the Movie: White - Victini and Zekrom,2011,8,11,1,1,7,Damon,66,14,Damon,Ash Ketchum
7467,Mystery Date,1991,13,34,1,4,10,Craig McHugh,477,70,Craig McHugh,Tom McHugh
7468,Hawking,2013,15,15,1,1,14,Stephen Hawking,279,109,Stephen Hawking,Jane Hawking
7469,Black Book,2006,18,60,1,3,17,Rachel Stein / Ellis de Vries,1190,70,Rachel Stein / Ellis de Vries,Driver Müntze
7470,Most Likely to Die,2015,11,52,1,11,10,Brad Campbell,1159,73,Gaby,Freddie
7471,The Horseman on the Roof,1995,7,6,2,1,4,Adrien Peyrolle,22,6,Adrien Peyrolle,Lucienne
7472,Aftershock,2010,8,7,1,1,5,Fang Da,55,27,Fang Da,Fang Deng
7473,The Little Foxes,1941,14,68,1,12,13,Horace Giddens,2041,110,Leo Hubbard,Horace Giddens
7474,Endless Bummer,2009,14,40,1,5,11,Sparky,496,32,Sparky,J.D.
7475,White Boy Rick,2018,28,124,1,4,25,Ricky Wershe Jr.,2028,155,Ricky Wershe Jr.,Johnny 'Lil Man' Curry
7476,Philanthropy,2002,3,3,1,3,2,Robert Dobrovicescu,36,18,Robert Dobrovicescu,Ovidiu Gorea
7477,Elvis and Anabelle,2007,5,4,1,1,4,Elvis Moreau,39,28,Elvis Moreau,Charlie Moreau
7478,Dangal,2016,6,7,1,2,5,Geeta Phogat,296,114,Geeta Phogat,Mahavir Singh Phogat
7479,The Last Survivors,2014,4,3,1,1,3,Dean,9,3,Carson,Dean
7480,The Blues Brothers,1980,19,44,1,2,14,'Joliet' Jake Blues (as Jake),439,88,Elwood Blues (as Elwood),'Joliet' Jake Blues (as Jake)
7481,Tully,2018,14,37,1,4,12,Marlo Moreau,615,93,Jonah,Sarah
7482,Mermaids,1990,7,12,1,5,5,Kate Flax,62,9,Joe Porretti,Rachel Flax
7483,The Mill and the Cross,2011,4,4,1,3,3,Pieter Bruegel,22,8,Pieter Bruegel,Simon
7484,Prick Up Your Ears,1987,14,30,1,2,10,Joe Orton,255,31,Joe Orton,Kenneth
7485,The Last Unicorn,1982,9,10,1,1,5,King Haggard,72,11,King Haggard,Molly Grue
7486,Inner Demons,2014,14,42,1,4,13,Carson Morris,1898,233,Carson Morris,Tim
7487,"All This, and Heaven Too",1940,11,24,1,6,7,Pierre,143,25,Louise de Praslin,Isabelle de Praslin
7488,The Nameless,1999,3,2,1,1,2,Claudia Horts de Gifford,13,9,Toni,Claudia Horts de Gifford
7489,The Prisoner of Second Avenue,1975,9,17,1,2,8,Edna Edison,409,160,Mel Edison,Edna Edison
7490,The Lost Medallion: The Adventures of Billy Stone,2013,6,7,1,2,5,Allie,113,51,Allie,Foster Home Billy
7491,Goldfinger,1964,15,23,1,2,10,James Bond,264,68,James Bond,Auric Goldfinger
7492,Clerks,1994,19,43,1,3,14,Caitlin Bree,486,89,Caitlin Bree,Veronica Loughran
7493,Sin Nombre,2009,5,4,2,0,2,El Smiley,17,7,Martha Marlene,El Sol
7494,An Innocent Man,1989,17,67,1,5,15,Cop at Jimmie's,533,28,Cop at Jimmie's,Kate Rainwood
7495,Sex Lives of the Potato Men,2004,17,43,1,2,12,Ferris,505,88,Dave,Ferris
7496,Bandhan,1998,5,8,1,4,4,Raju,96,31,Raju,Vaishali
7497,The People vs George Lucas,2010,81,103,4,1,70,George Lucas,828,62,George Lucas,Luke Cunningham
7498,Bottle Rocket,1996,15,41,1,3,13,Bob Mapplethorpe,559,88,Dignan,Bob Mapplethorpe
7499,The Road Within,2014,6,7,1,2,4,Marie,113,65,Marie,Alex
7500,High School Musical 3: Senior Year,2008,16,55,1,5,15,Troy Bolton,476,43,Troy Bolton,Gabriella Montez
7501,America America,1963,8,12,1,1,6,Stavros Topouzoglou,121,25,Aratoon Kebabian,Stavros Topouzoglou
7502,The Englishman Who Went Up a Hill But Came Down a Mountain,1995,15,47,1,3,13,Morgan the Goat,744,76,Morgan the Goat,Reginald Anson
7503,Creed,2015,22,86,1,4,18,Rocky Balboa,3705,290,'Pretty' Ricky Conlan,Mary Anne Creed
7504,Ticker,2001,7,9,1,1,6,Det. Ray Nettles,64,16,Frank Glass,Det. Ray Nettles
7505,Preservation,2014,3,2,1,1,2,Mike Neary,17,12,Sean Neary,Mike Neary
7506,Arthur 2: On the Rocks,1988,18,70,1,3,17,Arthur Bach,2530,382,Arthur Bach,Linda Marolla Bach
7507,Clockstoppers,2002,10,15,1,1,9,Zak Gibbs,133,40,Zak Gibbs,Dr. Earl Dopler
7508,Bang Bang You're Dead,2002,11,17,1,1,10,Trevor Adams,159,29,Trevor Adams,Brad Lynch
7509,The Wrecking Crew,1969,8,17,1,5,7,Matt Helm,476,100,Matt Helm,Count Massimo Contini
7510,The Black Balloon,2008,16,30,1,1,14,Charlie Mollison,1150,415,Thomas Mollison,Charlie Mollison
7511,A Canterbury Tale,1944,24,96,1,5,19,Mrs. Colpeper,1583,224,Peter Gibbs,Bob Johnson
7512,A Song Is Born,1948,17,44,1,2,13,Honey Swanson,574,71,Honey Swanson,Miss Totten
7513,Vivacious Lady,1938,8,14,1,3,6,Keith Morgan,154,30,Keith Morgan,Sr. Peter Morgan
7514,Horsehead,2014,5,7,1,4,4,Jessica,47,9,Jessica,George
7515,Dudes,2001,4,2,2,0,1,Mare,8,4,Mare,Dule Savic
7516,Manhunter,1986,22,89,1,5,18,Dr. Hannibal Lecktor,1168,144,Dr. Hannibal Lecktor,Jack Crawford
7517,Doctor X,1932,10,25,1,7,7,Dr. Wells,307,43,Dr. Wells,Joanne Xavier
7518,The World Unseen,2007,8,10,1,1,6,Amina Harjan,81,34,Miriam,Amina Harjan
7519,Gosford Park,2001,35,366,1,21,32,Constance Trentham,4914,81,Jennings,Morris Weissman
7520,Thunderball,1965,5,7,1,4,4,James Bond,66,20,James Bond,Emilio Largo
7521,Push,2009,12,19,1,3,7,Nick Gant,151,28,Cassie Holmes,Division Doctor
7522,Maximum Ride,2016,7,9,1,1,6,Max,211,57,Max,Angel
7523,Skin Traffik,2015,8,12,2,1,5,Anna Peel,110,23,Jessica Peel,Paul Hamilton
7524,Hachi: A Dog's Tale,2009,14,37,1,4,12,Parker Wilson,458,52,Parker Wilson,Cate Wilson
7525,The Fourth Phase,2016,6,5,1,1,5,Travis Rice,68,34,Travis Rice,Eric Jackson
7526,The Ballad of Cable Hogue,1970,9,15,1,2,8,Cable Hogue,190,46,Cable Hogue,Hildy
7527,Killer Pad,2008,7,10,1,2,6,Brody,97,23,Lucy,Delilah
7528,1922,2017,6,12,1,6,5,Wilfred James,137,32,Wilfred James,Henry James
7529,22 Female Kottayam,2012,4,5,1,4,3,Tessa K. Abraham,42,24,Tessa K. Abraham,Cyril C. Mathew
7530,Red Hook Summer,2012,14,29,2,1,11,Da Good Bishop Enoch Rouse,241,28,Flik Royale,Da Good Bishop Enoch Rouse
7531,Hoffa,1992,19,29,1,1,18,James R. 'Jimmy' Hoffa,386,93,Bobby Ciaro,James R. 'Jimmy' Hoffa
7532,Easter Parade,1948,6,9,1,4,5,Don Hewes,326,108,Don Hewes,Hannah Brown
7533,Pelé: Birth of a Legend,2016,10,25,1,4,9,Pele,186,23,Pele,Garrincha
7534,"Norte, the End of History",2013,17,28,1,1,13,Fabian,218,40,Fabian,Joaquin
7535,And Then Came Lola,2009,5,7,1,4,4,Lola,104,36,Lola,Casey
7536,Hearts and Minds,1974,9,5,4,0,2,Duong Van Khanh,19,7,Maxwell Taylor,Duong Van Khanh
7537,Bread and Roses,2000,14,31,1,2,13,Maya,250,58,Maya,Rosa
7538,Rebound,2005,7,9,1,1,6,Roy McCormick,118,38,Keith Ellis,Roy McCormick
7539,The Victim,2011,7,9,1,1,5,Mary,48,15,Mary,Annie
7540,The Hunter's Prayer,2017,13,29,1,3,10,Ella Hatto,255,46,Ella Hatto,Stephen Lucas
7541,Lost in London,2017,18,31,1,1,14,"Laura, Woody's wife",446,83,"Laura, Woody's wife",Paddy
7542,Quadrophenia,1979,7,10,1,2,6,James Michael 'Jimmy' Cooper,104,27,James Michael 'Jimmy' Cooper,Steph
7543,Thor: The Dark World,2013,17,63,1,6,16,Thor Odinson,1508,319,Thor Odinson,Loki
7544,A Time to Kill,1996,42,363,1,15,37,Reporter #1 with Jake,6132,198,Reporter #1 with Jake,Carl Lee Hailey
7545,The Monkey's Mask,2000,9,20,1,5,8,Professor Diana Maitland,232,41,Mickey Norris,Professor Diana Maitland
7546,Shall We Dance?,1996,10,13,1,1,7,Masako Sugiyama,68,9,Toyoko Takahashi,Mai Kishikawa
7547,Walk Hard: The Dewey Cox Story,2007,20,41,1,1,19,Dewey Cox,667,100,Dewey Cox,Edith
7548,Grimm,2003,4,4,1,3,3,Jacob,37,24,Jacob,Luis
7549,Angel and the Badman,1947,9,14,1,1,8,Quirt Evans,176,39,Quirt Evans,Laredo Stevens
7550,Muhammad: The Messenger of God,2015,4,3,1,2,2,Abu Talib,18,8,Abu Talib,Abu Sufyan
7551,To End All Wars,2001,6,5,1,1,5,Crazy Man,48,19,Crazy Man,Takashi Nagase
7552,The Salt of the Earth,2014,3,3,1,3,2,Wim Wenders,135,65,Wim Wenders,Sebastião Salgado
7553,Maze,2017,11,18,1,2,8,Gordon Close,145,30,Larry Marley,Gordon Close
7554,Airport 1975,1974,18,42,1,2,12,Nancy Pryor,281,23,Nancy Pryor,Alan Murdock
7555,The Recall,2017,6,9,1,4,5,Annie,118,51,Annie,Charlie
7556,My Blind Brother,2016,9,14,1,2,7,Bill,199,69,Bill,Robbie
7557,Mandela: Long Walk to Freedom,2013,29,89,1,3,23,Thembi Mandela 4-6 Years,791,50,Winnie Madikizela,Thembi Mandela 4-6 Years
7558,Run All Night,2015,25,88,1,4,21,Mike Conlon,1193,92,Shawn Maguire,Jimmy Conlon
7559,Sweetwater,2013,9,16,1,3,6,Sarah Ramírez,126,24,Jacob,Levi
7560,Night Nurse,1931,10,24,1,4,9,Lora Hart,269,42,Dr. Milton Ranger,Nick
7561,Exiled,2006,5,3,2,0,2,Boss Fay,13,5,Boss Fay,Sergeant Shan
7562,Cleaner,2007,10,23,1,3,9,Tom Cutler,248,39,Tom Cutler,Eddie Lorenzo
7563,Something New,2006,24,99,1,4,18,Kenya Denise McQueen,1011,54,Kenya Denise McQueen,Brian Kelly
7564,I Confess,1953,8,27,1,8,7,Fr. Michael William Logan,565,64,Fr. Michael William Logan,Alma Keller
7565,Hollywood Homicide,2003,25,67,1,1,21,Sgt. Joe Gavilan,766,75,Lt. Bennie Macko,Sgt. Joe Gavilan
7566,Evil Dead Trap,1988,4,4,1,3,3,Nami Tsuchiya,64,48,Nami Tsuchiya,Masako Abe
7567,Escape from the Planet of the Apes,1971,8,20,1,5,7,Dr. Lewis Dixon,317,58,Dr. Lewis Dixon,Dr. Zira
7568,My Mom's New Boyfriend,2008,12,18,1,1,11,Henry Durand,195,58,Henry Durand,Emily Lott
7569,The Fallen Idol,1948,13,23,1,2,12,Baines,781,431,Phillipe,Baines
7570,With Love from the Age of Reason,2010,7,10,1,2,5,Le papa de Marguerite,54,13,Le papa de Marguerite,Philibert Bakary enfant
7571,Page 3,2005,18,33,1,1,11,Anjali Thapar,194,15,Anjali Thapar,Pearl Sequiera
7572,History Of Blood,2010,15,38,1,3,11,Pratap Ravi,727,144,Pratap Ravi,Bukka Reddy
7573,A Countess from Hong Kong,1967,8,20,1,6,7,Harvey Crothers,419,77,Harvey Crothers,Hudson
7574,The Fits,2015,5,3,2,0,2,Diamond,12,4,Toni,Beezy
7575,A Lizard in a Woman's Skin,1971,8,14,1,4,5,Carol Hammond,117,24,Carol Hammond,Frank Hammond
7576,The Man with the Golden Gun,1974,12,23,1,2,11,James Bond,292,76,Francisco Scaramanga,James Bond
7577,Still the Water,2014,3,2,1,1,2,Kaito,8,5,Kaito,Isa
7578,The Beast Within,1982,7,6,1,1,6,Michael MacCleary,53,18,Michael MacCleary,Amanda Platt
7579,Fist of the North Star,1986,4,5,1,4,3,Ken,103,47,Ken,Julia
7580,The Adventures of Huck Finn,1993,21,55,1,2,19,Huck Finn,827,278,Jim,Huck Finn
7581,Melvin and Howard,1980,18,50,1,1,15,Melvin Dummar,765,83,Holdup Man,Melvin Dummar
7582,Three Colors: White,1994,3,3,1,3,2,L'avocat de Dominique,19,8,L'avocat de Dominique,Karol Karol
7583,The Life of Emile Zola,1937,11,13,1,1,9,Madame Zola,108,26,Madame Zola,Paul Cezanne
7584,Boo 2! A Madea Halloween,2017,21,93,1,5,20,Madea/Joe/Brian,3613,625,Madea/Joe/Brian,Aunt Bam
7585,F for Fake,1973,10,28,1,6,9,Orson Welles,1597,311,Orson Welles,Elmyr de Hory
7586,The Class of 92,2013,14,32,1,3,9,Gary Neville,686,66,Gary Neville,Paul Scholes
7587,Damsels in Distress,2011,17,39,1,2,11,Lily,350,27,Lily,Violet Wister
7588,The Strange Woman,1946,10,30,1,6,9,Jenny Hager,928,151,Jenny Hager,Meg Saladine
7589,Living in Oblivion,1995,11,29,1,4,10,Nick Reve,968,194,Nick Reve,Wanda
7590,Field of Dreams,1989,14,40,1,6,12,Ray Kinsella,770,113,Ray Kinsella,"""Shoeless"" Joe Jackson"
7591,Harbinger Down,2015,10,13,1,2,7,Sadie,73,17,Sadie,Stephen
7592,Kenny Begins,2009,7,10,1,2,6,Pontus,90,34,Pontus,Kenny Starfighter
7593,Gridlocked,2015,18,45,1,2,15,"David ""Dave"" Hendrix",756,160,Brody Walker,"David ""Dave"" Hendrix"
7594,Gigli,2003,5,7,1,4,4,Larry Gigli,92,27,Larry Gigli,Brian
7595,Hellboy,2004,19,58,1,3,14,Liz Sherman,550,81,Liz Sherman,John Myers
7596,Annie Hall,1977,10,13,1,1,6,Annie Hall,89,25,Annie Hall,Alvy Singer
7597,Crazed Fruit,1956,5,5,1,1,4,Hirosawa Frank,71,27,Eri,Hirosawa Frank
7598,Once Upon a Time in China,1991,14,35,1,2,12,Wong Fei Hung,459,80,Wong Fei Hung,Leung Foon
7599,Nick of Time,1995,9,8,1,1,5,Governor Eleanor Grant,40,15,Governor Eleanor Grant,Brendan Grant
7600,The Princess and the Warrior,2000,3,2,1,1,2,Simone 'Sissi' Schmidt,12,9,Simone 'Sissi' Schmidt,Werner Dürr
7601,The Fighting 69th,1940,14,27,1,2,11,Pvt. Jerry Plunkett,338,54,Pvt. Jerry Plunkett,Maj. Wild Bill Donovan
7602,Anohana: The Flower We Saw That Day - The Movie,2013,4,6,1,4,3,"Meiko ""Menma"" Honma",321,97,"Meiko ""Menma"" Honma",Jintan
7603,Maid in Manhattan,2002,18,57,1,4,13,"Christopher ""Chris"" Marshall",625,52,"Christopher ""Chris"" Marshall",Jerry Siegel
7604,Appaloosa,2008,22,83,1,4,20,Everett Hitch,1927,407,Virgil Cole,Everett Hitch
7605,Employee of the Month,2004,15,27,1,1,13,David Walsh,291,47,David Walsh,Sara Goodwin
7606,Steamboy,2004,10,22,1,3,9,James Ray Steam,390,67,Dr. Edward 'Eddy' Steam,James Ray Steam
7607,Red Cliff II,2009,14,38,1,4,13,Cao Cao,278,28,Cao Cao,Zhou Yu
7608,The Miracle of P Tinto,1998,4,3,1,1,3,P. Tinto,24,13,Olivia,P. Tinto
7609,Delhi Belly,2011,10,11,1,0,5,Arup,77,13,Arup,Vivek Uniyal
7610,Heroine,2012,12,35,1,4,11,Mahi Arora,543,71,Mahi Arora,Abbas Khan
7611,Don't Hang Up,2016,10,31,1,7,9,Sam Fuller,978,152,Brady Mannion,Peyton Grey
7612,Agent Cody Banks 2: Destination London,2004,16,35,1,3,12,Cody Banks,357,34,Cody Banks,Derek Bowman
7613,Stealing Rembrandt,2003,9,14,1,1,8,Kenneth,262,44,Mick,Jimmy
7614,Family Weekend,2013,7,14,1,6,6,Emily Smith-Dungy,198,54,Emily Smith-Dungy,Duncan Dungy
7615,Carry on Cabby,1963,14,46,1,6,12,Charlie Hawkins,517,74,Ted Watson,Charlie Hawkins
7616,Mannequin: On the Move,1991,8,9,1,1,6,Jason Williamson / Prince William,75,27,Jason Williamson / Prince William,Hauptmann-Koenig Pilot
7617,The House on 92nd Street,1945,9,22,1,6,8,Bill Dietrich,236,35,Bill Dietrich,Inspector George A. Briggs
7618,Berlin Blues,2003,12,40,1,7,10,Herr Lehmann,788,94,Erwin,Herr Lehmann
7619,Inside Deep Throat,2005,40,71,2,1,26,Deep Throat Himself - Director,553,58,Deep Throat Himself - Director,Linda Lovelace
7620,Bad Influence,1990,10,13,1,1,9,Michael Boll,114,27,Michael Boll,Howard
7621,The Pursuit of Happyness,2006,17,64,1,6,16,Driver Who Hits Chris,984,87,Christopher,Driver Who Hits Chris
7622,Black Sea,2014,14,41,1,4,11,Fraser,211,13,Tobin,Fraser
7623,Child's Play,1988,13,31,1,2,11,Charles Lee Ray/Chucky,1047,219,Charles Lee Ray/Chucky,Andy Barclay
7624,Residue,2015,12,28,1,3,9,Jonas,206,36,Jennifer Preston,Jonas
7625,Brubaker,1980,28,72,1,1,21,Henry Brubaker,426,22,Huey Rauch,Floyd Birdwell
7626,Evilspeak,1981,7,11,1,3,6,Stanley Coopersmith,78,18,Bubba Caldwell,Stanley Coopersmith
7627,My Name Is Lenny,2017,20,62,1,2,19,Lenny McLean,978,138,Lenny McLean,Carrots McLean
7628,Hombre,1967,7,14,1,4,6,John Russell,107,16,John Russell,Henry Mendez
7629,Teaching Mrs Tingle,1999,10,31,1,6,9,Mrs. Eve Tingle,887,151,Mrs. Eve Tingle,Leigh Ann Watson
7630,Silent Hill: Revelation,2012,13,17,1,1,12,Heather Mason / Sharon Da Silva / Alessa,134,20,Heather Mason / Sharon Da Silva / Alessa,Harry Mason / Christopher Da Silva
7631,"Kiss Me, Guido",1997,10,30,1,7,9,Frankie,332,52,Warren,Frankie
7632,Ab Tumhare Hawale Watan Saathiyo,2004,4,6,1,4,3,Captain Kunaljit Singh / Lieutenant Commander Vikramjeet Singh,56,27,Captain Kunaljit Singh / Lieutenant Commander Vikramjeet Singh,Captain Trilok Singh
7633,Viva Zapata!,1952,11,30,1,7,9,Eufemio Zapata,318,44,Madero,Eufemio Zapata
7634,Revenge of the Pink Panther,1978,20,41,1,1,12,Chief Insp. Jacques Clouseau,321,35,Simone Legree,Philippe Douvier
7635,The Return of the Tall Blond Man,1974,8,19,1,5,7,François Perrin,269,52,François Perrin,Maurice Lefebvre
7636,My Best Friend's Girl,2008,10,19,1,2,7,Alexis,277,61,Alexis,Dustin
7637,Shadow,2009,3,2,1,1,2,David,24,20,David,Angeline
7638,Avicii: True Stories,2017,22,39,1,1,18,Avicii,295,61,Music Artist,Avicii
7639,Kadhalil Sodhappuvadhu Yeppadi,2012,5,7,1,4,4,Arun,125,38,John,Rama
